HUMAN	MOUSE
RNF25	Rnf25
RNF26	Rnf26
RNF2	Rnf2
RNF31	Rnf31
RNF32	Rnf32
RNF34	Rnf34
RNF38	Rnf38
RNF39	Rnf39
RNF40	Rnf40
RNF41	Rnf41
RNF43	Rnf43
RNF44	Rnf44
RNF4	Rnf4
RNF5	Rnf5
RNF6	Rnf6
RNF7	Rnf7
RNF8	Rnf8
RNFT1	Rnft1
RNFT2	Rnft2
RNGTT	Rngtt
RNH1	Rnh1
RNLS	Rnls
RNMTL1	Rnmtl1
RNMT	Rnmt
RNPC3	Rnpc3
RNPEPL1	Rnpepl1
RNPEP	Rnpep
RNPS1	MMS010007186
RNR1	mt-Rnr1
RNU11	Rnu11
RNU12-2P	Rnu12
RNU1-4	Rnu1a1
RNUXA	Rnuxa
RNY1	Rny1
RNY3	Rny3
ROBO1	Robo1
ROBO2	Robo2
ROBO3	Robo3
ROBO4	Robo4
ROCK1	Rock1
ROCK2	Rock2
ROD1	Rod1
ROGDI	Rogdi
ROM1	Rom1
ROMO1	Romo1
ROPN1B	Ropn1
ROPN1L	Ropn1l
ROPN1	Ropn1
ROR1	Ror1
ROR2	Ror2
RORA	Rora
RORB	Rorb
RORC	Rorc
ROS1	Ros1
RP11-11C5.2	2410129H14Rik
RP11-125A7.3	1300010F03Rik
RP11-130N24.1	C77370
RP11-139H14.4	4921509B22Rik
RP11-145H9.1	EG238564
RP11-162I21.1	mCT173539
RP11-169K16.3	BC025833
RP11-217H1.1	2610529C04Rik
RP11-218C14.6	Cst13
RP11-301I17.1	D230005D02Rik
RP11-311P8.3	Gm774
RP11-321G1.2	MMT00054272
RP11-35N6.1	E130309F12Rik
RP11-393H10.2	2900002G04Rik
RP11-444E17.2	Tcte1
RP11-450P7.3	Gm388
RP11-45J16.2	4831428F09Rik
RP1-14N1.3	XM_143396
RP11-506K6.3	2310047M15Rik
RP11-50D16.3	8030451K01Rik
RP11-529I10.4	5330431N19Rik
RP11-54H7.1	C230040D10Rik
RP11-56A21.1	D6Wsu116e
RP11-93B10.1	9630042H07Rik
RP1-199H16.1	4933432B09Rik
RP13-102H20.1	1100001E04Rik
RP1-93H18.5	A630077B13Rik
RP1L1	Rp1hl1
RP1	Rp1
RP2	Rp2h
RP3-340N1.3	Pla2g2c
RP3-366L4.2	AW049829
RP3-402G11.5	1300018J18Rik
RP3-402H5.2	mCT56262
RP4-691N24.1	4930519N13Rik
RP4-742C19.3	Apobec3
RP5-1022P6.2	Prei4
RP5-1054A22.3	D630003M21Rik
RP5-1077B9.4	D4Wsu114e
RP5-821D11.2	Mei1
RP5-860F19.3	Ebf4
RP6-213H19.1	2610018G03Rik
RP9	Rp9
RPA1	Rpa1
RPA2	Rpa2
RPA3	Rpa3
RPAIN	Rpain
RPAP1	Rpap1
RPAP2	Rpap2
RPAP3	Rpap3
RPE65	Rpe65
RPE	Rpe
RPF1	Rpf1
RPF2	Rpf2
RPGRIP1L	Rpgrip1l
RPGRIP1	Rpgrip1
RPGR	Rpgr
RPH3AL	Rph3al
RPH3A	Rph3a
RPIA	Rpia
RPL10AP3	Rpl10a-ps2
RPL10A	Rpl10a
RPL10L	Rpl10l
RPL10P16	Rpl10-ps3
RPL10	Rpl10
RPL11	Rpl11
RPL12	Rpl12
RPL13A	Rpl13a
RPL13P12	Gm12918
RPL13	Rpl13
RPL14	Rpl14
RPL15	Rpl15
RPL17	Rpl17
RPL18A	Rpl18a
RPL18	Rpl18
RPL19	Rpl19
RPL21	Rpl21
RPL22L1	Rpl22l1
RPL22	Rpl22
RPL23AP32	Gm3362
RPL23	Rpl23
RPL24	Rpl24
RPL26	MMS010061863
RPL27A	Rpl27a
RPL27	Rpl27
RPL28	Rpl28
RPL29	Rpl29
RPL30	Rpl30
RPL31P5	Gm5670
RPL31	Rpl31
RPL32	Rpl32
RPL34	Gm6404
RPL35A	Rpl35a
RPL35	Rpl35
RPL36AL	Rpl36al
RPL36A	Rpl36a
RPL36P8	Gm5614
RPL36	Rpl36
RPL37A	Rpl37a
RPL37	Rpl37
RPL38	Rpl38
RPL39	4930517K11Rik
RPL3L	Rpl3l
RPL3	Rpl3
RPL41	Rpl41
RPL4	Rpl4
RPL5	Rpl5
RPL6	Rpl6
RPL7A	Rpl7a
RPL7L1	Rpl7l1
RPL7	Rpl7
RPL8	Rpl8
RPL9	Rpl9
RPLP0	Arbp
RPLP1	Rplp1
RPLP2	Rplp2
RPN1	Rpn1
RPN2	Rpn2
RPP14	Rpp14
RPP21	Rpp21
RPP25L	2810432D09Rik
RPP25	Rpp25
RPP30	Rpp30
RPP38	Rpp38
RPP40	Rpp40
RPPH1	Rpph1
RPRC1	Rprc1
RPRD1A	Rprd1a
RPRD1B	Rprd1b
RPRD2	Rprd2
RPRML	Rprml
RPRM	Rprm
RPS10	Rps10
RPS11	Rps11
RPS12P4	Gm6646
RPS12	Rps12
RPS13	Rps13
RPS14	Rps14
RPS15A	Rps15a
RPS15	Rps15
RPS16	Rps16
RPS17	Rps17
RPS18	Rps18
RPS19BP1	Rps19bp1
RPS19	Rps19
RPS20	Rps20
RPS21	Rps21
RPS23	Rps23
RPS24	Rps24
RPS25	Rps25
RPS26	Rps26
RPS27A	Rps27a
RPS27L	Rps27l
RPS27	Rps27
RPS28	MMT00000788
RPS29	Rps29
RPS2	Rps2
RPS3AP6	Gm10119
RPS3A	Rps3a
RPS3	Rps3
RPS4XP16	Gm13680
RPS4XP6	Gm8729
RPS4X	Rps4x
RPS5	Rps5
RPS6KA1	Rps6ka1
RPS6KA2	Rps6ka2
RPS6KA3	Rps6ka3
RPS6KA4	Rps6ka4
RPS6KA5	Rps6ka5
RPS6KA6	Rps6ka6
RPS6KB1	Rps6kb1
RPS6KB2	Rps6kb2
RPS6KC1	Rps6kc1
RPS6KL1	Rps6kl1
RPS6	Rps6-ps4
RPS7	Rps7
RPS8	Rps8
RPSAP52	Rpsa-ps9
RPSA	Rpsa
RPTN	Rptn
RPTOR	Rptor
RPUSD1	Rpusd1
RPUSD2	Rpusd2
RPUSD3	Rpusd3
RPUSD4	Rpusd4
RQCD1	Rqcd1
RRAD	Rrad
RRAGA	Rraga
RRAGB	Rragb
RRAGC	Rragc
RRAGD	Rragd
RRAS2	Rras2
RRAS	Rras
RRBP1	Rrbp1
RREB1	Rreb1
RRH	Rrh
RRM1	Rrm1
RRM2B	Rrm2b
RRM2	Rrm2
RRN3	Rrn3
RRNAD1	Rrnad1
RRP12	Rrp12
RRP15	Rrp15
RRP1B	Rrp1b
RRP1	Rrp1
RRP36	Rrp36
RRP7A	Rrp7a
RRP8	Rrp8
RRP9	Rnu3ip2
RRS1	Rrs1
RS1	Rs1
RSAD1	Rsad1
RSAD2	Rsad2
RSBN1L	Rsbn1l
RSBN1	Rsbn1
RSC1A1	Rsc1a1
RSE_00000246951	Olfr748
RSE_00000273080	MMT00007609
RSE_00000336386	Olfr481
RSE_00000567221	5730521E12Rik
RSE_00000613195	4732495G21Rik
RSE_00000616896	Gm949
RSE_00000868336	Olfr1406
RSE_00000869609	Tas1r3
RSF1	Rsf1
RSG1	6330545A04Rik
RSHL1	Rshl1
RSHL2	Rshl2a
RSHL3	Rshl3
RSL1D1	Rsl1d1
RSL24D1	Rsl24d1
RSNL2	Rsnl2
RSN	Rsn
RSPH10B2	Rsph10b2
RSPH1	Rsph1
RSPH3	Rsph3a
RSPH4A	Rsph4a
RSPH6A	Rsph6a
RSPH9	Rsph9
RSPO1	Rspo1
RSPO2	Rspo2
RSPO3	Rspo3
RSPO4	Rspo4
RSPRY1	Rspry1
RSRC1	Rsrc1
RSRC2	Rsrc2
RSU1	Rsu1
RTBDN	Rtbdn
RTCA	Rtcd1
RTDR1	Rtdr1
RTEL1	Rtel1
RTF1	Rtf1
RTKN2	Rtkn2
RTKN	Rtkn
RTL1	Rtl1
RTN1	Rtn1
RTN2	Rtn2
RTN3	Rtn3
RTN4IP1	Rtn4ip1
RTN4RL1	Rtn4rl1
RTN4RL2	Rtn4rl2
RTN4R	Rtn4r
RTN4	Rtn4
RTP1	Rtp1
RTP2	Rtp2
RTP3	Rtp3
RTP4	Rtp4
RTTN	Rttn
RUFY1	Rufy1
RUFY2	Rufy2
RUFY3	Rufy3
RUFY4	Rufy4
RUNDC1	MMT00006239
RUNDC3A	Rundc3a
RUNDC3B	Rundc3b
RUNX1	Runx1
RUNX1T1	Runx1t1
RUNX2	Runx2
RUNX3	Runx3
RUSC1	Rusc1
RUSC2	Rusc2
RUTBC1	Rutbc1
RUTBC2	Rutbc2
RUTBC3	Rutbc3
RUVBL1	Ruvbl1
RUVBL2	Ruvbl2
RWDD1	Rwdd1
RWDD2A	Rwdd2a
RWDD2B	Rwdd2b
RWDD2	Rwdd2
RWDD3	Rwdd3
RWDD4A	Rwdd4a
RXFP1	Rxfp1
RXFP2	Rxfp2
RXFP3	Rxfp3
RXFP4	Rxfp4
RXRA	Rxra
RXRB	Rxrb
RXRG	Rxrg
RYBP	Rybp
RYK	Ryk
RYR1	Ryr1
RYR2	Ryr2
RYR3	Ryr3
S100A10	S100a10
S100A11	S100a11
S100A13	S100a13
S100A14	S100a14
S100A16	S100a16
S100A1	S100a1
S100A2	S100a2
S100A3	S100a3
S100A4	S100a4
S100A5	S100a5
S100A6	S100a6
S100A7A	S100a7a
S100A8	S100a8
S100A9	S100a9
S100B	S100b
S100G	S100g
S100PBP	S100pbp
S100Z	S100z
S1PR1	S1pr1
S1PR2	S1pr2
S1PR3	S1pr3
S1PR4	S1pr4
S1PR5	S1pr5
S64472	Gm900
SAA1	Saa1
SAA2	Saa3
SAA4	Saa4
SAAL1	Saal1
SAC3D1	Sac3d1
SACM1L	Sacm1l
SACS	Sacs
SAE1	Sae1
SAFB2	Safb2
SAFB	Safb
SAG	Sag
SALL1	Sall1
SALL2	Sall2
SALL3	Sall3
SALL4	Sall4
SAMD10	Samd10
SAMD11	Samd11
SAMD12	Samd12
SAMD13	1700013A07Rik
SAMD14	Samd14
SAMD15	Samd15
SAMD1	Samd1
SAMD3	Gm623
SAMD4A	Samd4
SAMD4B	Samd4b
SAMD5	Samd5
SAMD7	Samd7
SAMD8	Samd8
SAMD9L	Samd9l
SAMHD1	Samhd1
SAMM50	Samm50
SAMSN1	Samsn1
SAP130	Sap130
SAP18	Sap18
SAP25	Sap25
SAP30BP	Sap30bp
SAP30L	Sap30l
SAP30	Sap30
SAPCD1	Ng23
SAPCD2	2010317E24Rik
SAPS1	Saps1
SAPS2	Saps2
SAPS3	Saps3
SAR1A	Sar1a
SAR1B	Sar1b
SARDH	Sardh
SARM1	A830091I15Rik
SARNP	Sarnp
SARS2	Sars2
SARS	Sars
SART1	Sart1
SART2	Sart2
SART3	Sart3
SASH1	Sash1
SASH3	Sash3
SASS6	Sass6
SAT1	Sat1
SAT2	Sat2
SATB1	Satb1
SATB2	Satb2
SATL1	Satl1
SAV1	Sav1
SAYSD1	1810063B07Rik
SBDS	Sbds
SBF1	Sbf1
SBF2	Sbf2
SBK1	Sbk1
SBK2	Sbk2
SBNO1	Sbno1
SBNO2	Sbno2
SBSN	Sbsn
SBSPON	Gm106
SC4MOL	Sc4mol
SC5DL	Sc5d
SCAF11	Scaf11
SCAF1	Scaf1
SCAF4	Scaf4
SCAF8	Scaf8
SCAI	Scai
SCAMP1	Scamp1
SCAMP2	Scamp2
SCAMP3	Scamp3
SCAMP4	Scamp4
SCAMP5	Scamp5
SCAND1	Scand1
SCAPER	Scaper
SCAP	Scap
SCARA3	Scara3
SCARA5	Scara5
SCARB1	Scarb1
SCARB2	Scarb2
SCARF1	Scarf1
SCARF2	Scarf2
SCARNA10	Scarna10
SCARNA13	Scarna13
SCARNA17	Scarna17
SCARNA2	Scarna2
SCARNA3	Scarna3a
SCARNA6	Scarna6
SCARNA8	Scarna8
SCARNA9	Scarna9
SCCPDH	Sccpdh
SCD	Scd2
SCEL	Scel
SCFD1	Scfd1
SCFD2	Scfd2
SCG2	Scg2
SCG3	Scg3
SCG5	Scg5
SCGB1A1	Scgb1a1
SCGB1C1	MMT00033265
SCGB1D2	Gm9749
SCGB2A2	Scgb2a2
SCGB3A1	Scgb3a1
SCGB3A2	Scgb3a2
SCGN	Scgn
SCHIP1	Schip1
SCIMP	A430084P05Rik
SCIN	Scin
SCLT1	Sclt1
SCLY	Scly
SCMH1	Scmh1
SCML2	Scml2
SCML4	Scml4
SCN10A	Scn10a
SCN11A	Scn11a
SCN1A	Scn1a
SCN1B	Scn1b
SCN2A1	Scn2a1
SCN2B	Scn2b
SCN3A	Scn3a
SCN3B	Scn3b
SCN4A	Scn4a
SCN4B	Scn4b
SCN5A	Scn5a
SCN7A	Scn7a
SCN8A	Scn8a
SCN9A	Scn9a
SCNM1	Scnm1
SCNN1A	Scnn1a
SCNN1B	Scnn1b
SCNN1G	Scnn1g
SCO1	Sco1
SCO2	Sco2
SCOC	Scoc
SCP2	Scp2
SCPEP1	Scpep1
SCRG1	Scrg1
SCRIB	Scrib
SCRN1	Scrn1
SCRN2	Scrn2
SCRN3	Scrn3
SCRT1	Scrt1
SCRT2	Scrt2
SCTR	Sctr
SCT	Sct
SCUBE1	Scube1
SCUBE2	Scube2
SCUBE3	Scube3
SCXB	Scx
SCYE1	Scye1
SCYL1BP1	Scyl1bp1
SCYL1	Scyl1
SCYL2	Scyl2
SCYL3	Scyl3
SDAD1	Sdad1
SDC1	Sdc1
SDC2	Sdc2
SDC3	Sdc3
SDC4	Sdc4
SDCBP2	Sdcbp2
SDCBP	Sdcbp
SDCCAG10	Sdccag10
SDCCAG1	Sdccag1
SDCCAG3	Sdccag3
SDCCAG8	Sdccag8
SDE2	BC031781
SDF2L1	Sdf2l1
SDF2	Sdf2
SDF4	Sdf4
SDHAF1	Sdhaf1
SDHAF2	Sdhaf2
SDHA	Sdha
SDHB	Sdhb
SDHC	Sdhc
SDHD	Sdhd
SDK1	Sdk1
SDK2	Sdk2
SDPR	Sdpr
SDR16C5	Sdr16c5
SDR16C6P	Sdr16c6
SDR39U1	Sdr39u1
SDR42E1	Sdr42e1
SDR9C7	Sdr9c7
SDSL	Sdsl
SDS	Sds
SEA	Seao
SEBOX	Sebox
SEC11A	Sec11a
SEC11C	Sec11c
SEC11L1	Sec11l1
SEC11L3	Sec11l3
SEC13L1	Sec13l1
SEC13	Sec13
SEC14L1	Sec14l1
SEC14L2	Sec14l2
SEC14L3	Sec14l3
SEC14L4	Sec14l4
SEC14L5	Sec14l5
SEC15L2	Sec15l2
SEC16A	Sec16a
SEC16B	Sec16b
SEC22A	Sec22a
SEC22B	Sec22b
SEC22C	Sec22c
SEC23A	Sec23a
SEC23B	Sec23b
SEC23IP	Sec23ip
SEC24A	Sec24a
SEC24B	Sec24b
SEC24C	Sec24c
SEC24D	Sec24d
SEC31A	Sec31a
SEC31B	Sec31b
SEC61a1	Sec61a1
SEC61A2	Sec61a2
SEC61B	Sec61b
SEC61G	Gm10177
SEC62	Sec62
SEC63D1	Sec63d1
SEC63	Sec63
SECISBP2L	Secisbp2l
SECISBP2	Secisbp2
SECTM1	Sectm1a
SEH1L	Seh1l
SEL1L2	Sel1l2
SEL1L3	Sel1l3
SEL1L	Sel1l
SELENBP1	Selenbp1
SELE	Sele
SELK	Selk
SELL	Sell
SELM	Selm
SELO	1300018J18Rik
SELPLG	Selpl
SELP	Selp
SELRC1	2010305A19Rik
SELT	2810407C02Rik
SELV	BC089491
SEMA3A	Sema3a
SEMA3B	Sema3b
SEMA3C	Sema3c
SEMA3D	Sema3d
SEMA3E	Sema3e
SEMA3F	Sema3f
SEMA3G	Sema3g
SEMA4A	Sema4a
SEMA4B	Sema4b
SEMA4C	Sema4c
SEMA4D	Sema4d
SEMA4F	Sema4f
SEMA4G	Sema4g
SEMA5A	Sema5a
SEMA5B	Sema5b
SEMA6A	Sema6a
SEMA6B	Sema6b
SEMA6C	Sema6c
SEMA6D	Sema6d
SEMA7A	Sema7a
SEMG1	Svs2
SENP1	Senp1
SENP2	Senp2
SENP3	Senp3
SENP5	Senp5
SENP6	Senp6
SENP7	Senp7
SENP8	Senp8
SEP15	Sep15
SEPHS1	Sephs1
SEPHS2	Sephs2
SEPN1	Sepn1
SEPP1	Sepp1
SEPSECS	Sepsecs
SEPT10	Sept10
SEPT11	Sept11
SEPT12	Sept12
SEPT14	Sept14
SEPT1	Sept1
SEPT2	Sept2
SEPT3	Sept3
SEPT4	Sept4
SEPT5	Sept5
SEPT6	Sept6
SEPT7	Sept7
SEPT8	Sept8
SEPT9	Sept9
SEPW1	Sepw1
SEPX1	Sepx1
SERAC1	Serac1
SERBP1	Serbp1
SERF1A	Serf1
SERF2	Serf2
SERGEF	Sergef
SERHL2	Serhl
SERINC1	Serinc1
SERINC2	Serinc2
SERINC3	Serinc3
SERINC4	Serinc4
SERINC5	Serinc5
SERP1	Serp1
SERP2	Serp2
SERPINA10	Serpina10
SERPINA11	Serpina11
SERPINA12	Serpina12
SERPINA1	Serpina1a
SERPINA3	Serpina3n
SERPINA4	Serpina4-ps1
SERPINA5	Serpina5
SERPINA6	Serpina6
SERPINA7	Serpina7
SERPINA9	Serpina9
SERPINB10	Serpinb10
SERPINB11	Serpinb11
SERPINB12	Serpinb12
SERPINB13	Serpinb13
SERPINB1	Serpinb1a
SERPINB2	Serpinb2
SERPINB3	Serpinb3d
SERPINB4	Serpinb3c
SERPINB5	Serpinb5
SERPINB6	Serpinb6a
SERPINB7	Serpinb7
SERPINB8	Serpinb8
SERPINB9	Serpinb9
SERPINC1	Serpinc1
SERPIND1	Serpind1
SERPINE1	Serpine1
SERPINE2	Serpine2
SERPINE3	Serpine3
SERPINF1	Serpinf1
SERPINF2	Serpinf2
SERPING1	Serping1
SERPINH1	Serpinh1
SERPINI1	Serpini1
SERPINI2	Serpini2
SERTAD1	Sertad1
SERTAD2	Sertad2
SERTAD3	Sertad3
SERTAD4	Sertad4
SERTM1	6030405A18Rik
SESN1	Sesn1
SESN2	Sesn2
SESN3	Sesn3
SESTD1	Sestd1
SETBP1	Setbp1
SETD1A	Setd1a
SETD1B	Setd1b
SETD2	Setd2
SETD3	Setd3
SETD4	Setd4
SETD5	Setd5
SETD6	0610039J04Rik
SETD7	Setd7
SETD8	Setd8
SETDB1	Setdb1
SETDB2	Setdb2
SETP18	BC085271
SET	Set
SETX	Setx
SEZ6L2	Sez6l2
SEZ6L	Sez6l
SEZ6	Sez6
SF1	Sf1
SF3A1	Sf3a1
SF3A2	Sf3a2
SF3A3	Sf3a3
SF3B14	0610009D07Rik
SF3B1	Sf3b1
SF3B2	Sf3b2
SF3B3	Sf3b3
SF3B4	Sf3b4
SF3B5	Sf3b5
SF4	Sf4
SFI1	Sfi1
SFMBT1	Sfmbt1
SFMBT2	Sfmbt2
SFN	Sfn
SFPQ	Sfpq
SFR1	Sfr1
SFRP1	Sfrp1
SFRP2	Sfrp2
SFRP4	Sfrp4
SFRP5	Sfrp5
SFRS10	Sfrs10
SFRS11	Sfrs11
SFRS12	Sfrs12
SFRS15	Sfrs15
SFRS16	Sfrs16
SFRS1	Sfrs1
SFRS2IP	Sfrs2ip
SFRS2	Sfrs2
SFRS3	Sfrs3
SFRS4	Sfrs4
SFRS5	Sfrs5
SFRS6	Sfrs6
SFRS7	Sfrs7
SFRS8	Sfrs8
SFRS9	Sfrs9
SFSWAP	Sfswap
SFT2D1	Sft2d1
SFT2D2	Sft2d2
SFT2D3	Sft2d3
SFTA2	Sfta2
SFTPA1B	Sftpa1
SFTPB	Sftpb
SFTPC	Sftpc
SFTPD	Sftpd
SFXN1	Sfxn1
SFXN2	Sfxn2
SFXN3	Sfxn3
SFXN4	Sfxn4
SFXN5	Sfxn5
SGCA	Sgca
SGCB	Sgcb
SGCD	Sgcd
SGCE	Sgce
SGCG	Sgcg
SGCZ	Sgcz
SGIP1	Sgip1
SGK110	Gm1078
SGK196	4930444A02Rik
SGK1	Sgk1
SGK223	D8Ertd82e
SGK2	Sgk2
SGK3	Sgk3
SGK494	BC030499
SGK	Sgk
SGMS1	Sgms1
SGMS2	Sgms2
SGOL1	Sgol1
SGOL2	Sgol2
SGPL1	Sgpl1
SGPP1	Sgpp1
SGPP2	Sgpp2
SGSH	Sgsh
SGSM1	Sgsm1
SGSM2	Sgsm2
SGSM3	Sgsm3
SGTA	Sgta
SGTB	Sgtb
SH2B1	Sh2b1
SH2B2	Sh2b2
SH2B3	Sh2b3
SH2D1A	Sh2d1a
SH2D1B	Sh2d1b1
SH2D2A	Sh2d2a
SH2D3A	MMT00065646
SH2D3C	Sh2d3c
SH2D4A	Sh2d4a
SH2D4B	Sh2d4b
SH2D5	Sh2d5
SH2D6	4933424C13Rik
SH2D7	Sh2d7
SH3BGRL2	Sh3bgrl2
SH3BGRL3	Sh3bgrl3
SH3BGRL	Sh3bgrl
SH3BGR	Sh3bgr
SH3BP1	Sh3bp1
SH3BP2	Sh3bp2
SH3BP4	Sh3bp4
SH3BP5L	Sh3bp5l
SH3BP5	Sh3bp5
SH3D19	Sh3d19
SH3D21	1700029G01Rik
SH3GL1	Sh3gl1
SH3GL2	Sh3gl2
SH3GL3	Sh3gl3
SH3GLB1	Sh3glb1
SH3GLB2	Sh3glb2
SH3KBP1	Sh3kbp1
SH3PX3	Sh3px3
SH3PXD2A	Sh3pxd2a
SH3PXD2B	Sh3pxd2b
SH3RF1	Sh3rf1
SH3RF2	Sh3rf2
SH3RF3	Sh3rf3
SH3TC1	Sh3tc1
SH3TC2	Sh3tc2
SH3YL1	Sh3yl1
SHANK1	Shank1
SHANK2	Shank2
SHANK3	Shank3
SHARPIN	Sharpin
SHBG	Shbg
SHB	Shb
SHC1	Shc1
SHC2	Shc2
SHC3	Shc3
SHC4	Shc4
SHCBP1L	1700012A16Rik
SHCBP1	Shcbp1
SHD	Shd
SHE	She
SHFM1	Shfm1
SHF	Shf
SHH	Shh
SHISA2	Shisa2
SHISA3	Shisa3
SHISA4	Shisa4
SHISA5	Shisa5
SHISA6	Shisa6
SHISA7	Shisa7
SHISA9	Shisa9
SHKBP1	Shkbp1
SHMT1	Shmt1
SHMT2	Shmt2
SHOC2	Shoc2
SHOX2	Shox2
SHPK	Shpk
SHPRH	Shprh
SHQ1	Shq1
SHROOM1	Shroom1
SHROOM2	Shroom2
SHROOM3	Shroom3
SHROOM4	Shroom4
SIAE	Siae
SIAH1	Siah1a
SIAH2	Siah2
SIAH3	Siah3
SIDT1	Sidt1
SIDT2	Sidt2
SIGIRR	Sigirr
SIGLEC10	Siglecg
SIGLEC15	Siglec15
SIGLEC1	Siglec1
SIGLEC5	Siglec5
SIGLEC6	Siglech
SIGLEC8	Siglece
SIGMAR1	Sigmar1
SIK1	Sik1
SIK2	Sik2
SIK3	Sik3
SIKE1	Sike1
SIL1	Sil1
SILV	Si
SIM1	Sim1
SIM2	Sim2
SIN3A	Sin3a
SIN3B	Sin3b
SIP1	Sip1
SIPA1L1	Sipa1l1
SIPA1L2	Sipa1l2
SIPA1L3	2610511M17Rik
SIPA1	Sipa1
SIRPA	Sirpa
SIRPB1	Sirpb1a
SIRPB2	Gm5150
SIRT1	Sirt1
SIRT2	Sirt2
SIRT3	Sirt3
SIRT4	Sirt4
SIRT5	Sirt5
SIRT6	Sirt6
SIRT7	Sirt7
SI	Sis
SIT1	Sit1
SIVA1	Siva1
SIX1	Six1
SIX2	Six2
SIX3	Six3
SIX4	Six4
SIX5	Six5
SIX6	Six6
SKA1	Ska1
SKA2	Ska2
SKA3	Ska3
SKAP1	Skap1
SKAP2	Skap2
SKIDA1	2810030E01Rik
SKIL	Skil
SKI	Ski
SKIV2L2	Skiv2l2
SKIV2L	Skiv2l
SKOR1	Skor1
SKOR2	Skor2
SKP1A	Skp1a
SKP2	Skp2
SLA2	Sla2
SLAIN1	Slain1
SLAIN2	Slain2
SLAMF1	Slamf1
SLAMF6	Slamf6
SLAMF7	Slamf7
SLAMF8	Slamf8
SLAMF9	Slamf9
SLA	Sla
SLBP	Slbp
SLC10A1	Slc10a1
SLC10A2	Slc10a2
SLC10A3	Slc10a3
SLC10A4	Slc10a4
SLC10A5	Slc10a5
SLC10A6	Slc10a6
SLC10A7	Slc10a7
SLC11A1	Slc11a1
SLC11A2	Slc11a2
SLC12A1	Slc12a1
SLC12A2	Slc12a2
SLC12A3	Slc12a3
SLC12A4	Slc12a4
SLC12A5	Slc12a5
SLC12A6	Slc12a6
SLC12A7	Slc12a7
SLC12A8	Slc12a8
SLC12A9	Slc12a9
SLC13A1	Slc13a1
SLC13A2	Slc13a2
SLC13A3	Slc13a3
SLC13A4	Slc13a4
SLC13A5	Slc13a5
SLC14A1	Slc14a1
SLC14A2	Slc14a2
SLC15A1	Slc15a1
SLC15A2	Slc15a2
SLC15A3	Slc15a3
SLC15A4	Slc15a4
SLC15A5	Slc15a5
SLC16A10	Slc16a10
SLC16A11	Slc16a11
SLC16A12	Slc16a12
SLC16A13	Slc16a13
SLC16A14	Slc16a14
SLC16A1	Slc16a1
SLC16A2	Slc16a2
SLC16A3	Slc16a3
SLC16A4	Slc16a4
SLC16A5	Slc16a5
SLC16A6	Slc16a6
SLC16A7	Slc16a7
SLC16A8	Slc16a8
SLC16A9	Slc16a9
SLC17A1	Slc17a1
SLC17A2	Slc17a2
SLC17A3	Slc17a3
SLC17A4	9130214H05Rik
SLC17A5	Slc17a5
SLC17A6	Slc17a6
SLC17A7	Slc17a7
SLC17A8	Slc17a8
SLC17A9	Slc17a9
SLC18A1	Slc18a1
SLC18A2	Slc18a2
SLC18A3	Slc18a3
SLC18B1	1110021L09Rik
SLC19A1	Slc19a1
SLC19A2	Slc19a2
SLC19A3	Slc19a3
SLC1A1	Slc1a1
SLC1A2	Slc1a2
SLC1A3	Slc1a3
SLC1A4	Slc1a4
SLC1A5	Slc1a5
SLC1A6	Slc1a6
SLC1A7	Slc1a7
SLC20A1	Slc20a1
SLC20A2	Slc20a2
SLC22A10	Slc22a19
SLC22A12	Slc22a12
SLC22A13	Slc22a13
SLC22A14	Slc22a14
SLC22A15	Slc22a15
SLC22A16	Slc22a16
SLC22A17	Slc22a17
SLC22A18	Slc22a18
SLC22A1	Slc22a1
SLC22A23	Slc22a23
SLC22A24	Slc22a30
SLC22A2	Slc22a2
SLC22A3	Slc22a3
SLC22A4	Slc22a4
SLC22A5	Slc22a5
SLC22A6	Slc22a6
SLC22A7	Slc22a7
SLC22A8	Slc22a8
SLC22A9	Slc22a19
SLC23A1	Slc23a1
SLC23A2	Slc23a2
SLC23A3	Slc23a3
SLC24A1	Slc24a1
SLC24A2	Slc24a2
SLC24A3	Slc24a3
SLC24A4	Slc24a4
SLC24A5	Slc24a5
SLC24A6	Slc24a6
SLC25A10	Slc25a10
SLC25A11	Slc25a11
SLC25A12	Slc25a12
SLC25A13	Slc25a13
SLC25A14	Slc25a14
SLC25A15	Slc25a15
SLC25A16	Slc25a16
SLC25A17	Slc25a17
SLC25A18	Slc25a18
SLC25A19	Slc25a19
SLC25A1	Slc25a1
SLC25A20	Slc25a20
SLC25A21	Slc25a21
SLC25A22	Slc25a22
SLC25A23	Slc25a23
SLC25A24	Slc25a24
SLC25A25	Slc25a25
SLC25A26	Slc25a26
SLC25A27	Slc25a27
SLC25A28	Slc25a28
SLC25A29	Slc25a29
SLC25A2	Slc25a2
SLC25A30	Slc25a30
SLC25A31	Slc25a31
SLC25A32	Slc25a32
SLC25A33	Slc25a33
SLC25A34	Slc25a34
SLC25A35	Slc25a35
SLC25A36	Slc25a36
SLC25A37	Slc25a37
SLC25A38	Slc25a38
SLC25A39	Slc25a39
SLC25A3	Slc25a3
SLC25A40	Slc25a40
SLC25A41	Slc25a41
SLC25A42	Slc25a42
SLC25A43	Slc25a43
SLC25A44	Slc25a44
SLC25A45	AW491445
SLC25A46	Slc25a46
